airline,source,destination,route,total_stops,price,duration_minutes,dep_hours,departure_bucket,month,day_type,route_segment,price_per_hour,rev_opportunity_score
Air India,Delhi,Cochin,Delhi → Cochin,1,6587,1535,5,Morning,4,Weekend,Optimization Route,257.47231270358304,4.291205211726385
Vistara,Chennai,Kolkata,Chennai → Kolkata,0,3687,135,7,Morning,5,Weekday,Optimization Route,1638.6666666666667,27.31111111111111
Air India,Delhi,Cochin,Delhi → Cochin,2,13307,1470,18,Evening,5,Weekday,Optimization Route,543.1428571428571,9.052380952380952
Air India,Mumbai,Hyderabad,Mumbai → Hyderabad,0,2050,85,15,Afternoon,3,Weekend,Optimization Route,1447.0588235294117,24.11764705882353
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,10197,600,9,Morning,5,Weekday,Optimization Route,1019.7,16.995
Vistara,Banglore,Delhi,Banglore → Delhi,0,4668,170,21,Night,6,Weekday,Optimization Route,1647.5294117647059,27.458823529411763
IndiGo,Banglore,Delhi,Banglore → Delhi,0,4990,170,13,Afternoon,5,Weekday,Optimization Route,1761.1764705882354,29.352941176470587
IndiGo,Mumbai,Hyderabad,Mumbai → Hyderabad,0,4049,90,6,Morning,5,Weekday,Optimization Route,2699.3333333333335,44.98888888888889
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,7933,720,9,Morning,6,Weekend,Optimization Route,661.0833333333334,11.018055555555556
IndiGo,Mumbai,Hyderabad,Mumbai → Hyderabad,0,4049,90,9,Morning,5,Weekday,Optimization Route,2699.3333333333335,44.98888888888889
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,6645,1280,7,Morning,3,Weekday,Optimization Route,311.484375,5.19140625
Jet Airways,Mumbai,Hyderabad,Mumbai → Hyderabad,0,8040,90,8,Morning,6,Weekday,Optimization Route,5360.0,89.33333333333333
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,8098,755,13,Afternoon,3,Weekday,Optimization Route,643.5496688741722,10.725827814569536
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,10262,1005,2,Night,6,Weekday,Optimization Route,612.6567164179105,10.210945273631841
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,1,12284,780,18,Evening,3,Weekday,Optimization Route,944.9230769230769,15.748717948717948
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,10262,1680,15,Afternoon,6,Weekday,Optimization Route,366.5,6.108333333333333
IndiGo,Banglore,Delhi,Banglore → Delhi,0,4990,170,20,Evening,4,Weekday,Optimization Route,1761.1764705882354,29.352941176470587
Air India,Banglore,New Delhi,Banglore → New Delhi,2,12568,1030,17,Evening,3,Weekday,Optimization Route,732.1165048543689,12.201941747572816
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,11841,570,14,Afternoon,5,Weekday,Optimization Route,1246.421052631579,20.773684210526316
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,18371,620,2,Night,6,Weekend,Optimization Route,1777.8387096774193,29.63064516129032
SpiceJet,Banglore,New Delhi,Banglore → New Delhi,1,23267,475,10,Morning,3,Weekday,Premium Route,2938.9894736842107,48.98315789473684
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,13067,840,9,Morning,5,Weekday,Optimization Route,933.3571428571429,15.55595238095238
IndiGo,Chennai,Kolkata,Chennai → Kolkata,0,5277,140,22,Night,6,Weekday,Optimization Route,2261.5714285714284,37.69285714285714
Air India,Delhi,Cochin,Delhi → Cochin,2,13879,865,17,Evening,5,Weekday,Optimization Route,962.7052023121387,16.045086705202312
IndiGo,Kolkata,Banglore,Kolkata → Banglore,0,4174,155,17,Evening,4,Weekday,Optimization Route,1615.741935483871,26.929032258064517
Air India,Delhi,Cochin,Delhi → Cochin,2,10178,1410,19,Evening,5,Weekday,Optimization Route,433.1063829787234,7.218439716312057
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,13882,1000,11,Morning,6,Weekday,Optimization Route,832.92,13.882
Vistara,Banglore,Delhi,Banglore → Delhi,0,4878,165,19,Evening,5,Weekday,Optimization Route,1773.8181818181818,29.563636363636363
Vistara,Banglore,Delhi,Banglore → Delhi,0,4668,170,9,Morning,6,Weekday,Optimization Route,1647.5294117647059,27.458823529411763
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,10844,1595,20,Evening,5,Weekday,Optimization Route,407.9247648902821,6.798746081504702
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,7005,735,8,Morning,6,Weekday,Optimization Route,571.8367346938776,9.53061224489796
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,12898,620,2,Night,5,Weekday,Optimization Route,1248.1935483870968,20.803225806451614
Air India,Delhi,Cochin,Delhi → Cochin,1,9929,925,3,Night,6,Weekend,Optimization Route,644.0432432432433,10.734054054054054
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,14714,540,10,Morning,6,Weekend,Optimization Route,1634.888888888889,27.248148148148147
Air India,Delhi,Cochin,Delhi → Cochin,0,6094,170,5,Morning,4,Weekend,Optimization Route,2150.823529411765,35.84705882352941
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,1,16736,680,11,Morning,3,Weekday,Optimization Route,1476.7058823529412,24.611764705882354
Jet Airways,Banglore,Delhi,Banglore → Delhi,0,7229,175,11,Morning,4,Weekday,Optimization Route,2478.5142857142855,41.308571428571426
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,8882,460,4,Night,5,Weekend,Optimization Route,1158.5217391304348,19.308695652173913
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,10197,660,8,Morning,5,Weekday,Optimization Route,927.0,15.45
IndiGo,Kolkata,Banglore,Kolkata → Banglore,0,4804,155,20,Evening,5,Weekend,Optimization Route,1859.6129032258066,30.993548387096773
IndiGo,Delhi,Cochin,Delhi → Cochin,1,13628,350,7,Morning,3,Weekend,Premium Route,2336.2285714285713,38.93714285714286
Vistara,Delhi,Cochin,Delhi → Cochin,0,6216,190,14,Afternoon,5,Weekday,Optimization Route,1962.9473684210527,32.71578947368421
Air India,Delhi,Cochin,Delhi → Cochin,1,7480,1535,5,Morning,5,Weekday,Optimization Route,292.3778501628664,4.872964169381108
Air India,Kolkata,Banglore,Kolkata → Banglore,1,11936,375,10,Morning,6,Weekday,Optimization Route,1909.76,31.829333333333334
SpiceJet,Chennai,Kolkata,Chennai → Kolkata,0,3859,135,8,Morning,3,Weekday,Optimization Route,1715.111111111111,28.585185185185185
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,8586,845,20,Evening,5,Weekend,Optimization Route,609.6568047337278,10.16094674556213
Vistara,Banglore,New Delhi,Banglore → New Delhi,0,21730,175,21,Night,3,Weekday,Premium Route,7450.285714285714,124.17142857142858
IndiGo,Delhi,Cochin,Delhi → Cochin,1,6628,500,17,Evening,6,Weekend,Optimization Route,795.36,13.256
Air India,Kolkata,Banglore,Kolkata → Banglore,2,10151,1195,12,Afternoon,5,Weekday,Optimization Route,509.673640167364,8.494560669456067
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,11467,1285,17,Evening,5,Weekday,Optimization Route,535.4241245136187,8.923735408560312
IndiGo,Delhi,Cochin,Delhi → Cochin,1,7010,295,5,Morning,6,Weekend,Optimization Route,1425.7627118644068,23.76271186440678
Jet Airways,Banglore,Delhi,Banglore → Delhi,0,7229,180,17,Evening,4,Weekday,Optimization Route,2409.6666666666665,40.16111111111111
IndiGo,Banglore,New Delhi,Banglore → New Delhi,0,8033,180,13,Afternoon,3,Weekend,Optimization Route,2677.6666666666665,44.62777777777778
Jet Airways,Banglore,Delhi,Banglore → Delhi,0,7229,175,11,Morning,5,Weekend,Optimization Route,2478.5142857142855,41.308571428571426
IndiGo,Kolkata,Banglore,Kolkata → Banglore,1,6911,315,21,Night,6,Weekend,Optimization Route,1316.3809523809523,21.93968253968254
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,14300,1380,20,Evening,6,Weekday,Optimization Route,621.7391304347826,10.36231884057971
Air India,Kolkata,Banglore,Kolkata → Banglore,2,13033,1100,7,Morning,6,Weekend,Optimization Route,710.8909090909091,11.848181818181818
IndiGo,Banglore,Delhi,Banglore → Delhi,0,3943,170,4,Night,5,Weekday,Optimization Route,1391.6470588235295,23.194117647058825
SpiceJet,Banglore,New Delhi,Banglore → New Delhi,0,6205,175,9,Morning,3,Weekend,Optimization Route,2127.4285714285716,35.457142857142856
IndiGo,Delhi,Cochin,Delhi → Cochin,1,14871,570,11,Morning,3,Weekday,Optimization Route,1565.3684210526317,26.089473684210525
Jet Airways,Mumbai,Hyderabad,Mumbai → Hyderabad,0,5678,85,2,Night,5,Weekend,Optimization Route,4008.0,66.8
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,16108,465,11,Morning,6,Weekend,Premium Route,2078.451612903226,34.64086021505376
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,1,17261,775,20,Evening,3,Weekday,Optimization Route,1336.3354838709677,22.27225806451613
SpiceJet,Banglore,Delhi,Banglore → Delhi,0,3311,160,5,Morning,5,Weekend,Optimization Route,1241.625,20.69375
IndiGo,Kolkata,Banglore,Kolkata → Banglore,0,4174,155,11,Morning,4,Weekday,Optimization Route,1615.741935483871,26.929032258064517
IndiGo,Banglore,Delhi,Banglore → Delhi,0,4823,170,16,Afternoon,6,Weekend,Optimization Route,1702.235294117647,28.370588235294118
Air India,Banglore,New Delhi,Banglore → New Delhi,1,8425,920,22,Night,3,Weekend,Optimization Route,549.4565217391304,9.157608695652174
Jet Airways,Banglore,Delhi,Banglore → Delhi,0,7229,175,11,Morning,5,Weekday,Optimization Route,2478.5142857142855,41.308571428571426
GoAir,Delhi,Cochin,Delhi → Cochin,1,5281,540,10,Morning,6,Weekend,Optimization Route,586.7777777777778,9.77962962962963
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,17549,1225,8,Morning,3,Weekend,Optimization Route,859.5428571428571,14.325714285714286
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,13797,780,8,Morning,6,Weekday,Optimization Route,1061.3076923076924,17.68846153846154
IndiGo,Banglore,Delhi,Banglore → Delhi,0,4823,170,8,Morning,4,Weekday,Optimization Route,1702.235294117647,28.370588235294118
Air India,Delhi,Cochin,Delhi → Cochin,1,7258,955,17,Evening,6,Weekday,Optimization Route,456.0,7.6
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,18192,765,12,Afternoon,3,Weekend,Optimization Route,1426.8235294117646,23.780392156862746
Air India,Kolkata,Banglore,Kolkata → Banglore,2,13899,1165,10,Morning,5,Weekday,Optimization Route,715.8283261802575,11.930472103004291
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,10844,400,14,Afternoon,5,Weekday,Optimization Route,1626.6,27.11
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,14151,1450,9,Morning,5,Weekend,Optimization Route,585.5586206896552,9.759310344827586
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,15147,620,15,Afternoon,3,Weekday,Optimization Route,1465.8387096774193,24.43064516129032
GoAir,Banglore,Delhi,Banglore → Delhi,0,3898,175,7,Morning,6,Weekend,Optimization Route,1336.4571428571428,22.274285714285714
IndiGo,Delhi,Cochin,Delhi → Cochin,1,6818,665,5,Morning,5,Weekday,Optimization Route,615.1578947368421,10.25263157894737
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,14781,1170,16,Afternoon,5,Weekday,Optimization Route,758.0,12.633333333333333
Air Asia,Kolkata,Banglore,Kolkata → Banglore,2,5192,500,15,Afternoon,5,Weekday,Optimization Route,623.04,10.384
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,14441,425,5,Morning,6,Weekday,Premium Route,2038.729411764706,33.97882352941176
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,14151,1480,20,Evening,5,Weekday,Optimization Route,573.6891891891892,9.561486486486487
IndiGo,Kolkata,Banglore,Kolkata → Banglore,1,4226,220,19,Evening,5,Weekend,Optimization Route,1152.5454545454545,19.20909090909091
Air India,Delhi,Cochin,Delhi → Cochin,2,13381,1380,20,Evening,5,Weekday,Optimization Route,581.7826086956521,9.696376811594202
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,10678,845,4,Night,6,Weekend,Optimization Route,758.2011834319527,12.636686390532544
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,12242,440,11,Morning,3,Weekday,Optimization Route,1669.3636363636363,27.822727272727274
Jet Airways,Mumbai,Hyderabad,Mumbai → Hyderabad,0,4995,85,2,Night,6,Weekday,Optimization Route,3525.8823529411766,58.76470588235294
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,10262,450,20,Evening,6,Weekend,Optimization Route,1368.2666666666667,22.804444444444446
SpiceJet,Kolkata,Banglore,Kolkata → Banglore,0,3841,140,22,Night,4,Weekday,Optimization Route,1646.142857142857,27.435714285714287
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,9663,960,20,Evening,5,Weekday,Optimization Route,603.9375,10.065625
IndiGo,Kolkata,Banglore,Kolkata → Banglore,0,5224,155,11,Morning,4,Weekday,Optimization Route,2022.1935483870968,33.70322580645161
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,14533,730,7,Morning,5,Weekend,Optimization Route,1194.4931506849316,19.90821917808219
SpiceJet,Mumbai,Hyderabad,Mumbai → Hyderabad,0,2017,90,22,Night,5,Weekday,Optimization Route,1344.6666666666667,22.41111111111111
Jet Airways,Banglore,Delhi,Banglore → Delhi,0,5769,185,18,Evening,6,Weekday,Optimization Route,1871.027027027027,31.183783783783785
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,11622,485,10,Morning,3,Weekday,Optimization Route,1437.7731958762886,23.962886597938144
IndiGo,Banglore,Delhi,Banglore → Delhi,0,4823,175,18,Evening,4,Weekday,Optimization Route,1653.6,27.56
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,1,7832,1280,14,Afternoon,3,Weekday,Optimization Route,367.125,6.11875
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,9001,705,7,Morning,6,Weekday,Optimization Route,766.0425531914893,12.767375886524823
IndiGo,Mumbai,Hyderabad,Mumbai → Hyderabad,0,2754,90,12,Afternoon,6,Weekday,Optimization Route,1836.0,30.6
Jet Airways,Banglore,Delhi,Banglore → Delhi,0,7229,180,7,Morning,5,Weekday,Optimization Route,2409.6666666666665,40.16111111111111
IndiGo,Delhi,Cochin,Delhi → Cochin,1,6937,280,21,Night,3,Weekend,Optimization Route,1486.5,24.775
Air India,Kolkata,Banglore,Kolkata → Banglore,2,13033,920,10,Morning,6,Weekday,Optimization Route,849.9782608695652,14.166304347826086
SpiceJet,Banglore,Delhi,Banglore → Delhi,0,3625,160,5,Morning,5,Weekday,Optimization Route,1359.375,22.65625
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,13292,1295,21,Night,6,Weekday,Optimization Route,615.8455598455598,10.264092664092663
Air India,Banglore,New Delhi,Banglore → New Delhi,2,12778,1525,8,Morning,3,Weekday,Optimization Route,502.7409836065574,8.379016393442623
SpiceJet,Kolkata,Banglore,Kolkata → Banglore,0,3841,150,14,Afternoon,6,Weekend,Optimization Route,1536.4,25.606666666666666
IndiGo,Mumbai,Hyderabad,Mumbai → Hyderabad,0,2227,85,21,Night,3,Weekday,Optimization Route,1572.0,26.2
SpiceJet,Kolkata,Banglore,Kolkata → Banglore,1,6171,520,8,Morning,5,Weekday,Optimization Route,712.0384615384615,11.867307692307692
Air India,Kolkata,Banglore,Kolkata → Banglore,2,10676,1195,12,Afternoon,5,Weekend,Optimization Route,536.0334728033473,8.93389121338912
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,13014,1025,19,Evening,6,Weekday,Optimization Route,761.7951219512195,12.69658536585366
IndiGo,Mumbai,Hyderabad,Mumbai → Hyderabad,0,2754,90,2,Night,3,Weekday,Optimization Route,1836.0,30.6
Air India,Delhi,Cochin,Delhi → Cochin,2,8367,865,17,Evening,3,Weekday,Optimization Route,580.3699421965318,9.672832369942197
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,5177,1570,2,Night,4,Weekday,Discount Route,197.84713375796179,3.297452229299363
SpiceJet,Kolkata,Banglore,Kolkata → Banglore,0,4174,150,17,Evening,4,Weekday,Optimization Route,1669.6,27.826666666666668
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,9794,615,8,Morning,5,Weekday,Optimization Route,955.5121951219512,15.92520325203252
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,10486,385,9,Morning,5,Weekday,Optimization Route,1634.1818181818182,27.236363636363638
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,15058,675,8,Morning,5,Weekday,Optimization Route,1338.4888888888888,22.30814814814815
IndiGo,Kolkata,Banglore,Kolkata → Banglore,0,4804,155,22,Night,4,Weekend,Optimization Route,1859.6129032258066,30.993548387096773
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,17024,1665,16,Afternoon,3,Weekday,Optimization Route,613.4774774774775,10.224624624624624
GoAir,Kolkata,Banglore,Kolkata → Banglore,1,8855,455,16,Afternoon,5,Weekend,Optimization Route,1167.6923076923076,19.46153846153846
Air India,Delhi,Cochin,Delhi → Cochin,1,8372,640,21,Night,6,Weekend,Optimization Route,784.875,13.08125
Jet Airways,Mumbai,Hyderabad,Mumbai → Hyderabad,0,4050,85,2,Night,6,Weekday,Optimization Route,2858.8235294117644,47.64705882352941
Jet Airways,Banglore,Delhi,Banglore → Delhi,0,7229,175,11,Morning,5,Weekend,Optimization Route,2478.5142857142855,41.308571428571426
SpiceJet,Mumbai,Hyderabad,Mumbai → Hyderabad,0,2385,80,5,Morning,3,Weekday,Optimization Route,1788.75,29.8125
GoAir,Banglore,Delhi,Banglore → Delhi,0,3898,170,11,Morning,6,Weekday,Optimization Route,1375.764705882353,22.929411764705883
IndiGo,Banglore,New Delhi,Banglore → New Delhi,0,6860,165,1,Night,3,Weekend,Optimization Route,2494.5454545454545,41.57575757575758
SpiceJet,Delhi,Cochin,Delhi → Cochin,1,6749,315,6,Morning,5,Weekday,Optimization Route,1285.5238095238096,21.425396825396824
Air India,Kolkata,Banglore,Kolkata → Banglore,2,15107,525,14,Afternoon,5,Weekday,Optimization Route,1726.5142857142857,28.775238095238095
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,10368,1125,9,Morning,6,Weekend,Optimization Route,552.96,9.216
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,1,7832,860,7,Morning,3,Weekday,Optimization Route,546.4186046511628,9.106976744186046
SpiceJet,Mumbai,Hyderabad,Mumbai → Hyderabad,0,2385,90,13,Afternoon,5,Weekday,Optimization Route,1590.0,26.5
IndiGo,Kolkata,Banglore,Kolkata → Banglore,0,4804,150,14,Afternoon,6,Weekday,Optimization Route,1921.6,32.026666666666664
Air India,Delhi,Cochin,Delhi → Cochin,2,8236,1595,16,Afternoon,3,Weekday,Optimization Route,309.8181818181818,5.163636363636364
IndiGo,Delhi,Cochin,Delhi → Cochin,1,6416,570,11,Morning,3,Weekday,Optimization Route,675.3684210526316,11.256140350877192
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,10262,450,11,Morning,6,Weekend,Optimization Route,1368.2666666666667,22.804444444444446
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,14714,1210,22,Night,6,Weekend,Optimization Route,729.6198347107438,12.160330578512397
SpiceJet,Kolkata,Banglore,Kolkata → Banglore,1,7646,330,15,Afternoon,4,Weekday,Optimization Route,1390.1818181818182,23.169696969696968
Air India,Delhi,Cochin,Delhi → Cochin,1,7480,765,20,Evening,6,Weekend,Optimization Route,586.6666666666666,9.777777777777779
Vistara,Chennai,Kolkata,Chennai → Kolkata,0,11982,140,17,Evening,5,Weekday,Optimization Route,5135.142857142857,85.58571428571429
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,8309,520,10,Morning,5,Weekend,Optimization Route,958.7307692307693,15.978846153846154
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,13344,425,5,Morning,6,Weekend,Premium Route,1883.8588235294117,31.39764705882353
Air India,Kolkata,Banglore,Kolkata → Banglore,1,4227,890,19,Evening,4,Weekday,Discount Route,284.96629213483146,4.749438202247191
Air India,Delhi,Cochin,Delhi → Cochin,2,9706,1180,12,Afternoon,3,Weekday,Optimization Route,493.52542372881356,8.22542372881356
SpiceJet,Mumbai,Hyderabad,Mumbai → Hyderabad,0,2017,90,13,Afternoon,5,Weekday,Optimization Route,1344.6666666666667,22.41111111111111
IndiGo,Delhi,Cochin,Delhi → Cochin,1,6442,835,8,Morning,6,Weekday,Optimization Route,462.89820359281435,7.7149700598802395
Jet Airways,Banglore,Delhi,Banglore → Delhi,0,8016,185,18,Evening,6,Weekend,Optimization Route,2599.7837837837837,43.32972972972973
IndiGo,Delhi,Cochin,Delhi → Cochin,1,5298,320,6,Morning,4,Weekday,Optimization Route,993.375,16.55625
Vistara,Banglore,Delhi,Banglore → Delhi,0,4878,155,17,Evening,5,Weekday,Optimization Route,1888.258064516129,31.470967741935485
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,10262,865,14,Afternoon,6,Weekday,Optimization Route,711.8150289017341,11.863583815028901
IndiGo,Kolkata,Banglore,Kolkata → Banglore,1,4176,300,4,Night,5,Weekend,Optimization Route,835.2,13.92
IndiGo,Delhi,Cochin,Delhi → Cochin,1,5883,845,11,Morning,6,Weekend,Optimization Route,417.7278106508876,6.962130177514793
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,12717,540,10,Morning,6,Weekday,Optimization Route,1413.0,23.55
IndiGo,Chennai,Kolkata,Chennai → Kolkata,0,3850,140,7,Morning,5,Weekend,Optimization Route,1650.0,27.5
IndiGo,Chennai,Kolkata,Chennai → Kolkata,0,3597,140,19,Evening,5,Weekday,Optimization Route,1541.5714285714287,25.692857142857143
SpiceJet,Mumbai,Hyderabad,Mumbai → Hyderabad,0,2175,90,13,Afternoon,5,Weekday,Optimization Route,1450.0,24.166666666666668
Air Asia,Banglore,Delhi,Banglore → Delhi,0,7080,170,23,Night,4,Weekday,Optimization Route,2498.823529411765,41.64705882352941
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,8849,665,21,Night,4,Weekday,Optimization Route,798.406015037594,13.306766917293233
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,9899,685,8,Morning,6,Weekday,Optimization Route,867.0656934306569,14.45109489051095
Vistara,Banglore,Delhi,Banglore → Delhi,0,4878,160,7,Morning,6,Weekend,Optimization Route,1829.25,30.4875
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,7787,705,7,Morning,5,Weekday,Optimization Route,662.7234042553191,11.045390070921986
SpiceJet,Chennai,Kolkata,Chennai → Kolkata,0,3597,140,17,Evening,5,Weekday,Optimization Route,1541.5714285714287,25.692857142857143
GoAir,Delhi,Cochin,Delhi → Cochin,1,5281,540,10,Morning,4,Weekday,Optimization Route,586.7777777777778,9.77962962962963
Vistara,Kolkata,Banglore,Kolkata → Banglore,1,9345,1350,20,Evening,5,Weekday,Optimization Route,415.3333333333333,6.9222222222222225
IndiGo,Delhi,Cochin,Delhi → Cochin,1,6442,635,11,Morning,6,Weekday,Optimization Route,608.6929133858267,10.144881889763779
IndiGo,Delhi,Cochin,Delhi → Cochin,1,6838,705,9,Morning,6,Weekday,Optimization Route,581.9574468085107,9.699290780141844
SpiceJet,Chennai,Kolkata,Chennai → Kolkata,0,3597,140,17,Evening,6,Weekday,Optimization Route,1541.5714285714287,25.692857142857143
SpiceJet,Mumbai,Hyderabad,Mumbai → Hyderabad,0,3173,80,5,Morning,3,Weekday,Optimization Route,2379.75,39.6625
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,13377,435,18,Evening,6,Weekday,Premium Route,1845.103448275862,30.751724137931035
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,9314,1295,20,Evening,5,Weekday,Optimization Route,431.5366795366795,7.192277992277992
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,9856,545,13,Afternoon,3,Weekend,Optimization Route,1085.0642201834862,18.08440366972477
Air India,Delhi,Cochin,Delhi → Cochin,1,8372,675,8,Morning,5,Weekday,Optimization Route,744.1777777777778,12.402962962962963
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,7064,1400,18,Evening,4,Weekday,Optimization Route,302.74285714285713,5.045714285714285
IndiGo,Kolkata,Banglore,Kolkata → Banglore,0,4804,155,22,Night,5,Weekday,Optimization Route,1859.6129032258066,30.993548387096773
Jet Airways,Delhi,Cochin,Delhi → Cochin,2,13029,810,5,Morning,5,Weekday,Optimization Route,965.1111111111111,16.085185185185185
IndiGo,Delhi,Cochin,Delhi → Cochin,1,7640,490,14,Afternoon,5,Weekday,Optimization Route,935.5102040816327,15.591836734693878
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,1,22270,435,8,Morning,3,Weekday,Premium Route,3071.7241379310344,51.195402298850574
Air India,Banglore,Delhi,Banglore → Delhi,0,4441,170,21,Night,4,Weekday,Optimization Route,1567.4117647058824,26.123529411764707
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,12898,1165,9,Morning,5,Weekday,Optimization Route,664.274678111588,11.071244635193134
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,7064,1285,18,Evening,4,Weekday,Optimization Route,329.8365758754864,5.49727626459144
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,10844,740,8,Morning,6,Weekend,Optimization Route,879.2432432432432,14.654054054054054
SpiceJet,Kolkata,Banglore,Kolkata → Banglore,0,4174,145,9,Morning,6,Weekend,Optimization Route,1727.1724137931035,28.786206896551725
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,8529,1695,16,Afternoon,6,Weekday,Optimization Route,301.91150442477874,5.031858407079646
IndiGo,Banglore,Delhi,Banglore → Delhi,0,3625,170,22,Night,5,Weekday,Optimization Route,1279.4117647058824,21.323529411764707
IndiGo,Banglore,Delhi,Banglore → Delhi,0,3419,175,0,Night,5,Weekday,Optimization Route,1172.2285714285715,19.537142857142857
IndiGo,Chennai,Kolkata,Chennai → Kolkata,0,3850,145,5,Morning,5,Weekday,Optimization Route,1593.103448275862,26.551724137931036
Air India,Kolkata,Banglore,Kolkata → Banglore,2,12802,1255,16,Afternoon,5,Weekday,Optimization Route,612.0478087649402,10.200796812749005
SpiceJet,Delhi,Cochin,Delhi → Cochin,1,9748,360,15,Afternoon,3,Weekday,Optimization Route,1624.6666666666667,27.07777777777778
IndiGo,Delhi,Cochin,Delhi → Cochin,1,6104,500,17,Evening,6,Weekday,Optimization Route,732.48,12.208
IndiGo,Banglore,Delhi,Banglore → Delhi,0,3943,180,21,Night,6,Weekday,Optimization Route,1314.3333333333333,21.905555555555555
IndiGo,Delhi,Cochin,Delhi → Cochin,1,7514,560,6,Morning,6,Weekday,Optimization Route,805.0714285714286,13.417857142857143
Jet Airways,Banglore,New Delhi,Banglore → New Delhi,0,18308,160,19,Evening,3,Weekday,Premium Route,6865.5,114.425
Air India,Mumbai,Hyderabad,Mumbai → Hyderabad,2,17327,255,21,Night,3,Weekday,Premium Route,4076.9411764705883,67.94901960784314
Air India,Delhi,Cochin,Delhi → Cochin,2,8892,1115,13,Afternoon,3,Weekday,Optimization Route,478.4932735426009,7.974887892376682
Multiple carriers,Delhi,Cochin,Delhi → Cochin,1,9794,520,10,Morning,5,Weekday,Optimization Route,1130.076923076923,18.834615384615386
IndiGo,Banglore,Delhi,Banglore → Delhi,0,4423,175,0,Night,4,Weekday,Optimization Route,1516.4571428571428,25.274285714285714
Jet Airways,Kolkata,Banglore,Kolkata → Banglore,1,10844,1485,20,Evening,5,Weekday,Optimization Route,438.14141414141415,7.302356902356903
Jet Airways,Delhi,Cochin,Delhi → Cochin,1,15554,1485,18,Evening,5,Weekday,Optimization Route,628.4444444444445,10.474074074074075
